ID,Time,Item,Concept,Metaphor,speranza,disperazione,ottimismo,pessimismo,proj_hope,proj_despair,net_hope
ISG004,post,1,Climate change,Il cambiamento climatico è come un termometro perché varia la temperatura,0.0026886719278991222,0.0006865099421702325,0.0032037177588790655,0.002555886749178171,0.5585528559022472,0.35314716349395153,0.2054056924082957
ISG004,post,2,Pollution,L'inquinamento è come la spazzatura perché delle volte si raccoglie,0.0014895175117999315,0.20386599004268646,0.0010923190275207162,0.13811267912387848,0.26163869281194607,0.637040950159212,-0.37540225734726596
ISG004,post,3,Glaciers,I ghiacciai sono come il ghiaccio perché sono freddi,0.08721336722373962,0.002186974510550499,0.006026951130479574,0.08392792195081711,0.612512595120044,0.2272843569177478,0.3852282382022962
ISG004,post,4,Sea,Il mare è come l'oceano perché c'è acqua,0.18672452867031097,0.0013432380510494113,0.2342519611120224,0.007176882121711969,0.5613566576694979,0.12432576728717712,0.4370308903823208
ISG004,post,5,Plants,Le piante sono come foglie perché hanno le foglie,0.09384395182132721,0.0010122860549017787,0.025687135756015778,0.006797532085329294,0.5337289467523716,0.12891746292139827,0.4048114838309733
ISG005,pre,1,Climate change,Il cambiamento climatico è come scioglimento dei ghiacciai perché si stanno sciogliendo,0.0018458481645211577,0.0011581580620259047,0.0025658647064119577,0.00655152415856719,0.76858445204906,0.5274752463201399,0.24110920572892014
ISG005,pre,2,Pollution,L'inquinamento è come il fumo delle macchine perché ci sono molte macchine,0.013768818229436874,0.06542547047138214,0.002300637774169445,0.008830245584249496,0.25462706292634735,0.582034707229356,-0.32740764430300867
ISG005,pre,3,Glaciers,I ghiacciai sono come montagne molto fredde perché hanno la forma di montagne,0.26702573895454407,0.17185455560684204,0.18322795629501343,0.6064984202384949,0.5680988755738066,0.6030984016287255,-0.03499952605491896
ISG005,pre,4,Sea,Il mare è come una grande distesa d'acqua perché c'è molta acqua,0.35398629307746887,0.01966257393360138,0.48889344930648804,0.08159290254116058,0.6174462524380231,0.22236237050688867,0.3950838819311344
ISG005,pre,5,Plants,Le piante sono come nan perché nan,0.10118906944990158,0.0475141815841198,0.04398783668875694,0.3747906982898712,0.25224975830536367,0.39619986486458453,-0.14395010655922086
ISG005,post,1,Climate change,Il cambiamento climatico è come un forno perché riscalda,0.004433765541762114,0.0020951859187334776,0.01767834834754467,0.01798621006309986,0.7714763242494662,0.4739044390400582,0.297571885209408
ISG005,post,2,Pollution,L'inquinamento è come i dolci perché fa male alla terra come i dolci fanno male a noi,0.0013831175165250897,0.27345311641693115,0.0009773503988981247,0.0049054063856601715,0.2697448671436198,0.6593507058673336,-0.3896058387237138
ISG005,post,3,Glaciers,I ghiacciai sono come un ghiacciolo perché si stanno sciogliendo,0.08006928861141205,0.07094483822584152,0.053749945014715195,0.184326633810997,0.6342782114064089,0.3764298608342085,0.25784835057220046
ISG005,post,4,Sea,Il mare è come un bicchiere d'acqua pieno perché ha tanta acqua,0.28254249691963196,0.029145972803235054,0.6842640042304993,0.017695317044854164,0.5714079676875824,0.1721610278123722,0.3992469398752102
ISG005,post,5,Plants,Le piante sono come delle regine perché devono essere protette,0.014587568119168282,0.0005976693355478346,0.008770614862442017,0.001377732609398663,0.538148161303303,0.11971091996333444,0.41843724133996857
ISG006,pre,1,Climate change,Il cambiamento climatico è come una frana perché può essere disastrosa,0.0019456057343631983,0.08897848427295685,0.0012303582625463605,0.7212342023849487,0.4690392242492394,0.8790127157417782,-0.4099734914925388
ISG006,pre,2,Pollution,L'inquinamento è come una guerra perché può uccidere molti animali e persone,0.0015041126171126962,0.060307636857032776,0.0005872614565305412,0.0019608354195952415,0.271111780464643,0.6523468064063175,-0.38123502594167447
ISG006,pre,3,Glaciers,I ghiacciai sono come un lavandino perché sono una riserva d'acqua. quando si sciolgono è come quando apri il lavandino,0.5879727005958557,0.0015978456940501928,0.05883060023188591,0.003010198939591646,0.637154339451382,0.17843057324034822,0.4587237662110338
ISG006,pre,4,Sea,Il mare è come una matita perché può avere diverse tonalità di azzurro,0.12501196563243866,0.0010423501953482628,0.814422070980072,0.005934067070484161,0.5291709937160262,0.05873076114205432,0.47044023257397183
ISG006,pre,5,Plants,Le piante sono come una medicina perché producono ossigeno per vivere,0.5968444347381592,0.00042637469596229494,0.673567533493042,0.002355067292228341,0.6217366551230136,0.14043336090215774,0.4813032942208558
ISG006,post,1,Climate change,Il cambiamento climatico è come una battaglia perché se il clima cambia troppo e troppo in fretta può essere dannoso,0.006326632108539343,0.0918697863817215,0.0010122860549017787,0.14505481719970703,0.4705169607989676,0.8498477247950522,-0.3793307639960846
ISG006,post,2,Pollution,L'inquinamento è come una guerra contro l'ambiente perché se il mare è inquinato le creature marine muiono e sulla terra è uguale,0.0012351678451523185,0.987592339515686,0.001276814378798008,0.6026902198791504,0.2445487478605462,0.6570897990537252,-0.412541051193179
ISG006,post,3,Glaciers,I ghiacciai sono come un rubinetto perché adesso il è aperto ma se il clima diventa più freddo l rubinetto si chiude,0.14761854708194733,0.015189048834145069,0.007331598084419966,0.27009499073028564,0.5817916474749218,0.6324319885332985,-0.05064034105837667
ISG006,post,4,Sea,Il mare è come una discarica perché è pieno di rifiuti,0.004876886960119009,0.5836780667304993,0.017865866422653198,0.405095636844635,0.20720429770527693,0.633288770486081,-0.4260844727808041
ISG006,post,5,Plants,Le piante sono come dei distributori perché se non le tagliamo ci danno ossigeno,0.1982969492673874,0.019475212320685387,0.6181179285049438,0.04472256824374199,0.601257603206251,0.4116683832886603,0.1895892199175907
ISG007,pre,1,Climate change,Il cambiamento climatico è come togliere calore da una pentola piena di acqua calda perché se togli calore la cosa si raffredda,0.0038393947761505842,0.016882464289665222,0.003728957148268819,0.005685906857252121,0.6569842506358456,0.6831603558269125,-0.026176105191066834
ISG007,pre,2,Pollution,L'inquinamento è come mettere sale nel bicchiere d'acqua perché è salato da bere cioè far male all'ambiente,0.0022083886433392763,0.2002446949481964,0.0016009642276912928,0.009394394233822823,0.24701675506530524,0.6382043696899109,-0.39118761462460566
ISG007,pre,3,Glaciers,I ghiacciai sono come un frigorifero freddo però più freddo perché sono freddi,0.02025469020009041,0.008030812256038189,0.015247590839862823,0.17149434983730316,0.5237907763157554,0.5692911253511339,-0.04550034903537847
ISG007,pre,4,Sea,Il mare è come acqua rovescata perché è una distesa d'acqua,0.05429893359541893,0.6550602316856384,0.06754668802022934,0.6738895773887634,0.4376805417508802,0.6224253129711239,-0.1847447712202437
ISG007,pre,5,Plants,"Le piante sono come un cespuglio gigantesco "" dall'alto perché hanno tante foglie verdi",0.2950267791748047,0.002406088635325432,0.41549164056777954,0.010338138788938522,0.5898230495862317,0.13843995168097067,0.451383097905261
ISG007,post,1,Climate change,Il cambiamento climatico è come una pentola piena d'acqua perché perché si riscalda e si raffredda,0.02898063138127327,0.01943795382976532,0.008203786797821522,0.018003469333052635,0.7285829466635467,0.638537626774044,0.0900453198895027
ISG007,post,2,Pollution,L'inquinamento è come è come una ciotola di zucchero con un po'di sale perché perché il sale e lo zucchero non vanno in sieme e perché sono cose opposte,0.003510648850351572,0.0018031664658337831,0.0019304942106828094,0.0031236489303410053,0.2000941706468493,0.5973944757588959,-0.3973003051120466
ISG007,post,3,Glaciers,I ghiacciai sono come un frigorifero perché perché sono freddi,0.026657743379473686,0.007039044983685017,0.013121270574629307,0.22194033861160278,0.6009703348343601,0.4591224303471791,0.14184790448718104
ISG007,post,4,Sea,Il mare è come il cielo perché perché sono grandi,0.3306872546672821,0.0008813243475742638,0.8590145111083984,0.0019532060250639915,0.5882640841951112,0.11287353491994509,0.4753905492751661
ISG007,post,5,Plants,Le piante sono come le nuvole perché perché sono grandi,0.309806227684021,0.0037874579429626465,0.8064718246459961,0.08713565021753311,0.6112404100167049,0.16657243862975016,0.4446679713869548
ISG008,pre,1,Climate change,Il cambiamento climatico è come l'aria perché varia,0.014531522989273071,0.0012231789296492934,0.01858215034008026,0.008187910541892052,0.7733957600927228,0.4170418585960671,0.3563539014966557
ISG008,pre,2,Pollution,L'inquinamento è come i rifiuti perché sporca,0.004494525492191315,0.005565723869949579,0.0016549242427572608,0.0037727472372353077,0.22885584643333148,0.5827700870577641,-0.35391424062443266
ISG008,pre,3,Glaciers,I ghiacciai sono come ghiaccio perché sono ghiacciati,0.06850633025169373,0.003565736347809434,0.01742575690150261,0.10208071023225784,0.6041384165562493,0.2155519765921929,0.3885864399640564
ISG008,pre,4,Sea,Il mare è come il fiume perché ha l'acqua,0.16179977357387543,0.0009584649233147502,0.28703656792640686,0.004783010575920343,0.5554450294753613,0.1154484668894391,0.43999656258592224
ISG008,pre,5,Plants,Le piante sono come i fiori perché vengono piantati,0.06504954397678375,0.0005571116926148534,0.08184940367937088,0.0018639289774000645,0.510116488564287,0.08884227374837636,0.42127421481591065
ISG008,post,1,Climate change,Il cambiamento climatico è come il tempo atmosferico perché il cambiamento climatico può cambiare,0.0029008574783802032,0.0007166298455558717,0.006666932255029678,0.0015947327483445406,0.7915249906963622,0.4337959398643736,0.3577290508319886
ISG008,post,2,Pollution,L'inquinamento è come il gasolio della macchina perché perchè l'inquinamento sporca come il gasolio,0.007876706309616566,0.2348451018333435,0.006157032214105129,0.06894776970148087,0.3643701752470534,0.5769138057224318,-0.2125436304753784
ISG008,post,3,Glaciers,I ghiacciai sono come la montagna perché il ghiaccio è bianco come la montagna ricoperta di neve,0.3129996359348297,0.008728266693651676,0.3493107557296753,0.07453393191099167,0.625728937655643,0.17149708004605388,0.45423185760958906
ISG008,post,4,Sea,Il mare è come il lago perché ha l'acqua,0.18061193823814392,0.0010063780937343836,0.23828423023223877,0.004503272473812103,0.5602410806947237,0.12253121293661602,0.43770986775810766
ISG008,post,5,Plants,Le piante sono come le persone e gli animali perché sono tutti esseri viventi,0.056340087205171585,0.0004288792551960796,0.013875308446586132,0.0009022055892273784,0.5440156417668053,0.12518519390020255,0.41883044786660273
ISG010,pre,1,Climate change,Il cambiamento climatico è come il mare perché può essere sia caldo che freddo,0.023442290723323822,0.0025409928057342768,0.01943795196712017,0.006538824178278446,0.7664802387500032,0.41926085073544506,0.3472193880145581
ISG010,pre,2,Pollution,L'inquinamento è come un pianoforte che suona le note basse perché è brutto,0.0035174882505089045,0.27014318108558655,0.0014103582361713052,0.9678385257720947,0.21401356075641548,0.6513153457719432,-0.4373017850155277
ISG010,pre,3,Glaciers,I ghiacciai sono come il freezer perché sono freddi,0.014145106077194214,0.006229158025234938,0.00454726442694664,0.0823276937007904,0.5633942908977057,0.25740874811304254,0.3059855427846631
ISG010,pre,4,Sea,Il mare è come la foresta sottomarina perché ci sono le piante e gli animali,0.11215870827436447,0.0015337334480136633,0.1589561253786087,0.005922556854784489,0.585272845982169,0.17731971771141528,0.4079531282707537
ISG010,pre,5,Plants,Le piante sono come delle colonne pelosa perché la colonna è il fusto e le foglie sono i peli,0.1748325377702713,0.028517084196209908,0.22520355880260468,0.14163720607757568,0.5222098394284954,0.3653749747633627,0.1568348646651327
ISG010,post,1,Climate change,"Il cambiamento climatico è come le correnti oceaniche perché anche loro cambiano, sono calde e fredde",0.07396338135004044,0.0015457437839359045,0.017325714230537415,0.007922627963125706,0.7426454520989363,0.4359836792167687,0.30666177288216756
ISG010,post,2,Pollution,L'inquinamento è come una discarica perché puzza e è sporco,0.004609571769833565,0.31613168120384216,0.005620036274194717,0.0233085285872221,0.21364266452901842,0.6179189190458545,-0.4042762545168361
ISG010,post,3,Glaciers,I ghiacciai sono come ghiaccioli perché sono gelidi,0.0711381658911705,0.00177872518543154,0.08532740920782089,0.03299237787723541,0.6240428340930828,0.24046272309583036,0.3835801109972524
ISG010,post,4,Sea,Il mare è come un lavandino quando chiudi il tappo perché se lo chiudi sembra un mare,0.24737899005413055,0.012479699216783047,0.5314525365829468,0.0714452862739563,0.6040136194944076,0.3114791525030697,0.2925344669913379
ISG010,post,5,Plants,Le piante sono come alberi perché sono verdi,0.14804720878601074,0.0005571117508225143,0.4188157021999359,0.0014269596431404352,0.5887078058909817,0.14183894105089126,0.4468688648400905
ISG011,pre,1,Climate change,Il cambiamento climatico è come mangiare il cibo freddo e poi il cibo caldo perché è più buono quando è caldo,0.011552669107913971,0.0008426422718912363,0.05559196695685387,0.005109737627208233,0.7651861487444878,0.33075637297580185,0.4344297757686859
ISG011,pre,2,Pollution,L'inquinamento è come buttare la plastica nei fiumi e laghi perché inquinare assomiglia a buttare le cose nei fiumi e laghi,0.06574715673923492,0.18922126293182373,0.0029121781699359417,0.11782564967870712,0.3181340246440335,0.6162015897141027,-0.29806756507006915
ISG011,pre,3,Glaciers,I ghiacciai sono come dei ghiaccioli perché quando si scaldano si sciolgono,0.14324761927127838,0.00457386439666152,0.06216002628207207,0.005395408719778061,0.6403324092603019,0.21161760874323798,0.4287148005170639
ISG011,pre,4,Sea,Il mare è come una distesa d'acqua perché nan,0.2318570464849472,0.019142361357808113,0.3070235252380371,0.1305900365114212,0.547954414337618,0.39706773412539526,0.1508866802122228
ISG011,pre,5,Plants,Le piante sono come delle persone che respirano perché ci danno l'ariae ci tolgono la co2,0.09069521725177765,0.0004013350699096918,0.02186455763876438,0.0008377234917134047,0.6294813788925975,0.21939198181809846,0.410089397074499
ISG011,post,1,Climate change,Il cambiamento climatico è come alzare la temperatura del forno perché si alza la temperatura dentro,0.0049245101399719715,0.0019608354195952415,0.029256708920001984,0.02400774508714676,0.6953662195395366,0.3582839150015671,0.3370823045379695
ISG011,post,2,Pollution,L'inquinamento è come fare un impasto e metterci dentro l'erba perché l'erba è sporco e l'impasto non diventa buono,0.00157004757784307,0.00795339047908783,0.0005838325014337897,0.04236418753862381,0.23187622497482702,0.6397115498391386,-0.40783532486431157
ISG011,post,3,Glaciers,I ghiacciai sono come il ghiacciolo che si scioglie in estate perché con il calore si sciolgono,0.26498904824256897,0.004046455025672913,0.6257526278495789,0.006277706474065781,0.659581280823795,0.2087547534715579,0.45082652735223705
ISG011,post,4,Sea,Il mare è come una distesa d'acqua perché la distesa d'acqua ricorda il mare,0.40945690870285034,0.03716493025422096,0.4279943108558655,0.17469169199466705,0.6218343883167751,0.18592914391134374,0.4359052444054313
ISG011,post,5,Plants,Le piante sono come degli esseri viventi che devono sempre essere nutriti perché se non gli dai acqua muiono come gli esseri viventi se non gli dai il cibo,0.3225860297679901,0.6909241676330566,0.19189493358135223,0.31716182827949524,0.3531299550606317,0.624931787332029,-0.2718018322713973
ISG012,pre,1,Climate change,Il cambiamento climatico è come i giorni perché diventano sempre più lunghi come il clima che diventa sempre più caldo,0.20653373003005981,0.07262026518583298,0.1102554127573967,0.16810449957847595,0.7888379525761016,0.5973424640764106,0.191495488499691
ISG012,pre,2,Pollution,"L'inquinamento è come la scuola perché anche se non ci si vorrebbe andare ci si deve andare lo stesso, l'inquinamento anche non si dovrebbe fare si fa di continuo",0.34458127617836,0.006241259165108204,0.10172322392463684,0.15450353920459747,0.561023498867191,0.5908068297652898,-0.029783330898098703
ISG012,pre,3,Glaciers,"I ghiacciai sono come i pennarelli perché anche se non vorremmo che si scaricassero si scaricano, come i ghiacciai che non vogliamo che si sciolgono però si sciolgono",0.026708466932177544,0.07178617268800735,0.11516223102807999,0.31658053398132324,0.6120647789930931,0.6347810762976447,-0.022716297304551603
ISG012,pre,4,Sea,Il mare è come un corridoio lunghissimo perché non finisce mai,0.1006573885679245,0.23390315473079681,0.165323406457901,0.06518702954053879,0.49764610223547434,0.5231406167750865,-0.025494514539612156
ISG012,pre,5,Plants,Le piante sono come i bambini perché continuano a nascere,0.45132651925086975,0.0014214044203981757,0.21325424313545227,0.00559824937954545,0.5667502675408953,0.14218931177305194,0.42456095576784336
ISG012,post,1,Climate change,Il cambiamento climatico è come una matita perché quando sbaglio posso cancellare,0.0033504231832921505,0.0016613906482234597,0.006338922772556543,0.20098862051963806,0.6903445893154734,0.7598403919968244,-0.06949580268135103
ISG012,post,2,Pollution,L'inquinamento è come un computer perché quando apriamo un app è come se facessimo qualcosa di brutto per l'inquinamento,0.005260852165520191,0.4179840087890625,0.0021239668130874634,0.49072375893592834,0.26124373395705885,0.6591617196235612,-0.3979179856665023
ISG012,post,3,Glaciers,I ghiacciai sono come un ghiacciolo perché con il caldo si sciolgono,0.3703036904335022,0.00879612099379301,0.3942592442035675,0.09868569672107697,0.7025837066235769,0.3541853268258115,0.34839837979776545
ISG012,post,4,Sea,"Il mare è come un brodo perché si riscalda con il caldo, è come il brodo di pesce perché ci vivono i pesci""",0.08014123886823654,0.001353758736513555,0.2624635696411133,0.0013250223128125072,0.5937667372389002,0.17305430892598223,0.42071242831291794
ISG012,post,5,Plants,Le piante sono come una macchina perché l'anidride carbonica è come i gas di scarico del motore,0.0770302414894104,0.004459704272449017,0.052473098039627075,0.019493870437145233,0.5953225013634356,0.35033253683275517,0.2449899645306804
ISG013,pre,1,Climate change,Il cambiamento climatico è come se la terra si stesse per surriscaldare perché l uomo sta inquinando molto l ambiente,0.02997230552136898,0.5930201411247253,0.00984080508351326,0.8757205605506897,0.5074406171995365,0.7823740206410843,-0.2749334034415478
ISG013,pre,2,Pollution,L'inquinamento è come nan perché nan,0.0072257546707987785,0.00968971662223339,0.0021615501027554274,0.5923423767089844,0.23445579838120756,0.6353989463177148,-0.4009431479365072
ISG013,pre,3,Glaciers,I ghiacciai sono come riserve d'acqua perenni perché quando si sciolgono non è più ghiaccio ma acqua,0.8670076131820679,0.0010443858336657286,0.0762699618935585,0.0016517003532499075,0.6383208759763925,0.21478608726688914,0.4235347887095034
ISG013,pre,4,Sea,Il mare è come un enorme distesa d'acqua che occupa tutta la terra perché nan,0.24846579134464264,0.014957086183130741,0.3888500928878784,0.027795622125267982,0.6047054537760869,0.2493000599348672,0.35540539384121966
ISG013,pre,5,Plants,Le piante sono come esseri viventi con le foglie e le radici perché nan,0.2389051467180252,0.0021115841809660196,0.05422376096248627,0.014615668915212154,0.4954738286838925,0.19101858618263656,0.30445524250125594
ISG013,post,1,Climate change,Il cambiamento climatico è come un forno che avvolge la terra per colpa delle azioni dell'uomo perché fa caldo come dentro un forno,0.0046636550687253475,0.44101089239120483,0.006564249284565449,0.36599472165107727,0.659118883330737,0.782196881641519,-0.12307799831078203
ISG013,post,2,Pollution,L'inquinamento è come sporcare la terra perché rovina gli ambienti,0.0011649560183286667,0.4690338671207428,0.0013380080927163363,0.03422932326793671,0.2974152071659266,0.6991576191330955,-0.40174241196716887
ISG013,post,3,Glaciers,I ghiacciai sono come degli enormi cubetti di ghiaccio perché sono acqua allo stato solido,0.34673482179641724,0.0018530595116317272,0.027716562151908875,0.002872748300433159,0.5909509850215746,0.17431942513443457,0.41663155988714007
ISG013,post,4,Sea,Il mare è come un bicchiere pieno d'acqua perché nan,0.20341065526008606,0.021906370297074318,0.4876733720302582,0.04724971577525139,0.5287599418996913,0.3954483236756282,0.13331161822406312
ISG013,post,5,Plants,Le piante sono come delle persone che hanno le radici perché possono essere di varia statura,0.04455598071217537,0.0005692035774700344,0.03868349641561508,0.001976184081286192,0.5323318591201021,0.13321881881971048,0.3991130403003916
ISG014,pre,1,Climate change,"Il cambiamento climatico è come un ciclo, un cerchio perché perchè cambia il cambiamento di stato, compie un movimento circolare",0.0018895386019721627,0.0005082724965177476,0.0049245101399719715,0.001092319143936038,0.740067327609911,0.3875620459062443,0.3525052817036667
ISG014,pre,2,Pollution,L'inquinamento è come ammazzare gli animali perché gli animali mangiano quello che inquini,0.0009075025445781648,0.9893577694892883,0.0007717980770394206,0.00575254438444972,0.2190700307128853,0.5796840888532679,-0.3606140581403826
ISG014,pre,3,Glaciers,I ghiacciai sono come il ghiacciai perché sono la stessa consistenza,0.060383789241313934,0.0010817153379321098,0.008847355842590332,0.007197787053883076,0.5792513922367536,0.12116528524998815,0.45808610698676544
